#{"t_start": 1613974487.2586246, "env_id": "sdnsampling-v1"}
r,l,t
0.524777,1,801.883171
0.605111,1,802.649539
0.708966,1,803.417654
0.673055,1,804.881737
0.748085,1,805.651074
0.700735,1,806.414352
0.840779,1,807.183452
0.648829,1,807.946146
0.606314,1,809.397561
0.455835,1,810.823544
0.2855,1,811.595526
0.673832,1,812.355639
0.74715,1,813.171926
0.714266,1,813.944838
0.649622,1,814.706853
0.524999,1,815.472836
0.457316,1,816.242484
0.696764,1,817.008904
0.46951,1,817.772065
0.602837,1,818.529253
0.702548,1,819.293306
0.669634,1,820.056042
0.797656,1,820.828292
0.654983,1,821.599106
0.660131,1,823.072768
0.678384,1,823.833591
0.399363,1,824.600864
0.612217,1,825.359032
0.720842,1,826.115932
0.64694,1,827.568125
0.477953,1,828.342339
0.620231,1,829.116795
0.375721,1,829.895452
0.571763,1,830.673761
0.328014,1,831.436983
0.620892,1,832.202929
0.558621,1,832.982613
0.731165,1,833.746723
0.656449,1,834.522565
0.66166,1,835.301577
0.528467,1,836.077058
0.59701,1,836.847467
0.706091,1,837.6141
0.717469,1,838.382362
0.611559,1,839.153038
0.573523,1,839.93323
0.674136,1,840.712511
0.701458,1,841.491077
0.586716,1,842.989767
0.50889,1,843.761052
0.723143,1,844.528417
0.827472,1,845.302065
0.735168,1,846.790614
0.572074,1,847.551288
-0.0198,1,848.312308
0.639427,1,849.07123
0.666123,1,849.830345
0.68228,1,850.584412
0.637992,1,851.336164
0.439377,1,852.094008
0.609481,1,852.854522
0.670138,1,853.609035
0.471034,1,854.923031
0.759755,1,855.681999
0.671391,1,856.434446
0.696313,1,857.187458
0.583314,1,857.94732
0.64227,1,858.709514
0.466821,1,860.147423
0.642411,1,860.917998
0.323105,1,861.691832
0.58444,1,862.453949
0.615726,1,863.21508
0.641487,1,863.974572
0.325437,1,864.747206
0.570484,1,865.505798
0.763707,1,866.982001
0.730395,1,867.738179
0.606112,1,868.493924
0.716861,1,869.247088
0.665037,1,869.996147
0.569745,1,871.420415
0.461829,1,872.864013
0.455597,1,873.62248
0.725344,1,874.384619
0.639164,1,875.142642
0.565258,1,875.899059
0.553504,1,876.666026
0.66253,1,877.426169
0.711805,1,878.195744
0.690233,1,878.967945
0.781257,1,879.736898
0.632459,1,880.495866
0.665907,1,881.253872
0.70985,1,882.008096
0.778654,1,882.767614
0.685467,1,883.533137
0.656398,1,884.297331
0.344041,1,885.050503
0.720699,1,885.803581
0.68884,1,886.562173
0.582201,1,888.039932
0.668473,1,888.805252
0.736194,1,889.578572
0.546886,1,890.344066
0.590406,1,891.11258
0.469901,1,891.870987
0.594469,1,892.630216
0.258417,1,893.388703
0.702122,1,894.15655
0.661833,1,894.921242
0.611858,1,895.680317
0.78718,1,896.441635
0.61435,1,897.20773
0.452989,1,897.969507
0.63408,1,898.731538
0.579805,1,899.498348
0.717863,1,900.260572
0.778228,1,901.027886
0.664466,1,901.800227
0.598391,1,902.575638
0.653402,1,903.343167
0.698554,1,904.115196
0.500816,1,904.894807
0.546932,1,905.665935
0.717697,1,906.448822
0.54028,1,907.91354
0.625316,1,908.674964
0.536409,1,909.440824
0.626879,1,910.205536
0.649549,1,910.975412
0.499957,1,912.325439
0.752979,1,913.090518
0.41646,1,913.866277
